id,building_reference_number,price,inspection_date,date_of_transfer,address,property_type,new_build,local_authority_label,constituency_label,posttown,construction_age_band,postcode,current_energy_rating,potential_energy_rating,current_energy_efficiency,potential_energy_efficiency,built_form,transaction_type,environment_impact_current,environment_impact_potential,energy_consumption_current,energy_consumption_potential,co2_emissions_current,co2_emiss_curr_per_floor_area,co2_emissions_potential,lighting_cost_current,lighting_cost_potential,heating_cost_current,heating_cost_potential,hot_water_cost_current,hot_water_cost_potential,total_floor_area,energy_tariff,mains_gas_flag,glazed_type,glazed_area,extension_count,number_habitable_rooms,number_heated_rooms,low_energy_lighting,number_open_fireplaces,hotwater_description,hot_water_energy_eff,hot_water_env_eff,floor_description,windows_description,windows_energy_eff,windows_env_eff,walls_description,walls_energy_eff,walls_env_eff,roof_description,roof_energy_eff,roof_env_eff,mainheat_description,mainheat_energy_eff,mainheat_env_eff,mainheatcont_description,mainheatc_energy_eff,mainheatc_env_eff,lighting_description,lighting_energy_eff,lighting_env_eff,main_fuel,tenure
216,10000397778,565000,2021-01-28,2021-02-26T00:00:00Z,"52 NEW ROAD, LONDON",House,N,Bexley,Erith and Thamesmead,LONDON,England and Wales: 1930-1949,SE2 0QG,D,B,65,84,Semi-Detached,marketed sale,59,80,209,89,4.8,37,2.1,170,89,772,542,118,73,131,off-peak 7 hour,Y,double glazing installed during or after 2002,More Than Typical,1,6,6,9,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 9% of fixed outlets,Very Poor,Very Poor,mains gas (not community),Owner-occupied
217,10000190523,372000,2021-02-18,2021-04-26T00:00:00Z,"134 YORKLAND AVENUE, WELLING",House,N,Bexley,Old Bexley and Sidcup,WELLING,England and Wales: 1930-1949,DA16 2LN,F,B,38,82,Mid-Terrace,marketed sale,38,78,406,113,5.8,71,1.7,134,67,970,474,406,70,83,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,5,2,0,0,"Electric immersion, standard tariff",Very Poor,Poor,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",Average,Average,Appliance thermostats,Good,Good,No low energy lighting,Very Poor,Very Poor,mains gas (not community),Owner-occupied
219,10000985039,395000,2021-05-20,2021-02-12T00:00:00Z,2 LEYSDOWN AVENUE,House,N,Bexley,Bexleyheath and Crayford,BEXLEYHEATH,England and Wales: 1930-1949,DA7 6AY,C,B,76,86,Semi-Detached,rental,74,84,131,73,3.3,23,1.9,106,106,551,467,104,105,143,dual,Y,double glazing installed during or after 2002,Normal,1,8,8,100,0,From main system,Good,Good,"Suspended, insulated",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
220,10000079560,320000,2021-03-23,2021-06-01T00:00:00Z,"15 HURST ROAD, ERITH",House,N,Bexley,Erith and Thamesmead,ERITH,England and Wales: 1900-1929,DA8 3EQ,D,B,65,83,Mid-Terrace,marketed sale,59,80,229,97,3.7,40,1.6,72,72,630,463,106,73,91,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,2,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
221,10001176211,460000,2021-04-01,2021-06-22T00:00:00Z,"72 HEVERSHAM ROAD, BEXLEYHEATH",House,N,Bexley,Bexleyheath and Crayford,BEXLEYHEATH,England and Wales: 1930-1949,DA7 5BQ,D,B,57,87,Semi-Detached,marketed sale,50,86,308,68,4.3,54,1,110,65,663,358,156,70,79,Unknown,Y,"double glazing, unknown install date",Normal,0,4,4,30,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 30% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
223,10001079646,400000,2021-06-01,2021-06-04T00:00:00Z,38 MARLBOROUGH ROAD,House,N,Bexley,Bexleyheath and Crayford,BEXLEYHEATH,England and Wales: 1930-1949,DA7 4UL,D,B,68,86,Mid-Terrace,marketed sale,62,83,194,75,4.6,34,1.8,92,92,727,484,156,76,134,Single,Y,double glazing installed during or after 2002,Normal,2,6,6,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
224,10000379290,350000,2021-02-17,2021-05-04T00:00:00Z,"25 BARNES CRAY ROAD, CRAYFORD, DARTFORD",House,N,Bexley,Bexleyheath and Crayford,DARTFORD,England and Wales: 1930-1949,DA1 4NR,D,B,67,84,Semi-Detached,marketed sale,61,80,204,92,4.3,36,2,87,87,741,530,97,68,120,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,6,6,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
225,10000661265,255000,2021-02-10,2021-03-01T00:00:00Z,"51 DENTON ROAD, WELLING",House,N,Bexley,Bexleyheath and Crayford,WELLING,England and Wales: 1967-1975,DA16 1AY,C,B,69,85,Semi-Detached,marketed sale,66,83,211,91,2.5,37,1.1,80,57,429,391,92,65,68,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,4,4,60,1,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 60% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
226,10000300390,965000,2021-01-19,2021-06-16T00:00:00Z,"390 HURST ROAD, BEXLEY",House,N,Bexley,Old Bexley and Sidcup,BEXLEY,England and Wales: 1930-1949,DA5 3JY,C,B,71,82,Detached,marketed sale,64,77,164,97,5.9,29,3.6,129,129,1006,748,105,105,206,off-peak 7 hour,Y,double glazing installed before 2002,Normal,2,8,8,90,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 90% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
227,10000394258,410000,2021-02-09,2021-04-16T00:00:00Z,"61 INGLETON AVENUE, WELLING",House,N,Bexley,Bexleyheath and Crayford,WELLING,England and Wales: 1930-1949,DA16 2JY,C,B,69,85,Semi-Detached,marketed sale,65,82,204,89,3.2,36,1.4,71,71,520,422,120,80,88,off-peak 7 hour,Y,double glazing installed before 2002,Normal,2,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
228,10000751975,500000,2021-02-04,2021-03-16T00:00:00Z,"83 MIDHURST HILL, BEXLEYHEATH",House,N,Bexley,Bexleyheath and Crayford,BEXLEYHEATH,England and Wales: 1930-1949,DA6 7NL,F,D,38,66,Semi-Detached,marketed sale,32,56,441,234,7.4,78,4,130,74,1246,877,121,74,95,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,1,7,7,25,1,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
230,10000215803,485000,2021-03-08,2021-06-22T00:00:00Z,"30 ONSLOW DRIVE, SIDCUP",House,N,Bexley,Old Bexley and Sidcup,SIDCUP,England and Wales: 1930-1949,DA14 4PB,D,B,62,87,Semi-Detached,marketed sale,56,85,259,71,3.7,46,1.1,134,67,554,363,160,78,82,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,5,5,0,0,"From main system, no cylinder thermostat",Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),Owner-occupied
232,10000373849,420000,2021-01-14,2021-03-15T00:00:00Z,"24 GAINSBOROUGH SQUARE, BEXLEYHEATH",House,N,Bexley,Bexleyheath and Crayford,BEXLEYHEATH,England and Wales: 1967-1975,DA6 8BU,F,B,35,89,Mid-Terrace,marketed sale,48,88,304,54,5.1,51,1,102,102,1620,333,354,75,99,standard tariff,Y,"double glazing, unknown install date",Normal,0,5,5,80,0,"Electric immersion, off-peak",Very Poor,Poor,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 100 mm loft insulation",Average,Average,Electric ceiling heating,Very Poor,Very Poor,Temperature zone control,Good,Good,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,electricity (not community),Owner-occupied
233,10000026287,256000,2021-01-13,2021-02-12T00:00:00Z,"101A MAIN ROAD, SIDCUP",Flat,N,Bexley,Old Bexley and Sidcup,SIDCUP,England and Wales: 1900-1929,DA14 6ND,D,D,57,64,Mid-Terrace,marketed sale,49,57,292,239,5,51,4.1,80,80,877,713,105,105,97,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,2,4,4,100,0,From main system,Good,Good,(other premises below),Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
234,10000349413,295000,2021-01-04,2021-06-21T00:00:00Z,"229 HAZEL ROAD, ERITH",House,N,Bexley,Bexleyheath and Crayford,ERITH,England and Wales: 1900-1929,DA8 2NB,D,B,56,84,End-Terrace,marketed sale,44,78,317,91,4.1,67,1.4,52,52,661,404,86,61,62,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,1,3,3,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
236,10000431705,340000,2021-03-30,2021-06-30T00:00:00Z,"8 RUTLAND GATE, BELVEDERE",House,N,Bexley,Erith and Thamesmead,BELVEDERE,England and Wales: 1967-1975,DA17 6HH,C,B,73,85,Mid-Terrace,marketed sale,70,82,163,84,3,29,1.6,92,92,465,440,147,89,105,off-peak 10 hour,Y,double glazing installed during or after 2002,Normal,1,6,6,83,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 83% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
239,10000312139,375500,2021-01-20,2021-04-15T00:00:00Z,"186 OLD FARM AVENUE, SIDCUP",House,N,Bexley,Old Bexley and Sidcup,SIDCUP,England and Wales: 1930-1949,DA15 8AL,D,B,62,81,Mid-Terrace,marketed sale,57,77,257,122,3.4,45,1.6,82,82,590,481,92,65,75,standard tariff,Y,"double glazing, unknown install date",Normal,1,5,4,80,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
240,10000422334,345000,2021-03-16,2021-06-22T00:00:00Z,"260 LOWER ROAD, BELVEDERE",House,N,Bexley,Erith and Thamesmead,BELVEDERE,England and Wales: 1900-1929,DA17 6DY,D,C,60,79,End-Terrace,marketed sale,53,74,268,130,4.4,47,2.2,110,73,736,565,106,73,93,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,1,6,6,50,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
241,10000406666,545000,2021-03-09,2021-04-29T00:00:00Z,"56 RIDGE WAY, CRAYFORD, DARTFORD",House,N,Bexley,Bexleyheath and Crayford,DARTFORD,England and Wales: 1930-1949,DA1 3PS,C,B,71,85,Semi-Detached,marketed sale,66,82,169,83,3.9,30,1.9,91,91,667,496,88,88,130,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,6,6,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
244,10001133001,620000,2021-04-15,2021-06-18T00:00:00Z,"53 LANCELOT ROAD, WELLING",House,N,Bexley,Bexleyheath and Crayford,WELLING,England and Wales: 1900-1929,DA16 2HX,D,C,65,77,Semi-Detached,marketed sale,58,71,207,135,4.9,37,3.2,129,89,837,724,100,100,134,Single,Y,double glazing installed during or after 2002,Normal,4,6,6,56,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 56% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
247,10000635819,425000,2021-03-10,2021-06-28T00:00:00Z,"46 SWANLEY ROAD, WELLING",House,N,Bexley,Bexleyheath and Crayford,WELLING,England and Wales: 1930-1949,DA16 1LH,D,B,59,83,Semi-Detached,marketed sale,55,82,269,92,3.8,47,1.3,131,65,667,463,141,79,80,off-peak 7 hour,Y,double glazing installed before 2002,Normal,1,5,5,0,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),Owner-occupied
248,10000064211,565000,2021-02-25,2021-06-17T00:00:00Z,"10 VEROAN ROAD, BEXLEYHEATH",House,N,Bexley,Bexleyheath and Crayford,BEXLEYHEATH,England and Wales: 1930-1949,DA7 4RH,D,C,64,80,Semi-Detached,marketed sale,56,75,218,117,5.4,39,2.9,124,94,904,690,128,85,140,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,2,6,6,68,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 68% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
249,10000062147,407000,2021-01-25,2021-04-30T00:00:00Z,"131 HOOK LANE, WELLING",House,N,Bexley,Old Bexley and Sidcup,WELLING,England and Wales: 1930-1949,DA16 2DU,D,B,63,86,Semi-Detached,marketed sale,57,84,255,82,3.5,45,1.2,65,65,619,400,91,63,78,off-peak 7 hour,Y,"double glazing, unknown install date",More Than Typical,3,5,5,97,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 97% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
250,10000024287,260000,2021-02-05,2021-03-29T00:00:00Z,"100 LONDON ROAD, CRAYFORD, DARTFORD",House,N,Bexley,Bexleyheath and Crayford,DARTFORD,England and Wales: before 1900,DA1 4BT,C,B,69,89,Mid-Terrace,marketed sale,69,90,220,50,2.1,39,0.5,54,54,370,290,85,59,54,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,1,4,4,85,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 85% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
252,10000223346,320000,2021-02-02,2021-03-31T00:00:00Z,"29 WOLSLEY CLOSE, CRAYFORD, DARTFORD",House,N,Bexley,Bexleyheath and Crayford,DARTFORD,England and Wales: 1976-1982,DA1 4BB,C,B,74,89,Semi-Detached,non marketed sale,72,88,155,54,2.6,27,1,76,76,459,361,86,57,97,off-peak 10 hour,Y,double glazing installed during or after 2002,Normal,0,4,4,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
256,10001208537,220000,2021-04-13,2021-02-26T00:00:00Z,"92 FOX HOLLOW DRIVE, BEXLEYHEATH",Flat,N,Bexley,Bexleyheath and Crayford,BEXLEYHEATH,England and Wales: 1976-1982,DA7 4UR,C,B,76,81,Semi-Detached,marketed sale,76,83,155,109,1.8,27,1.3,65,65,299,214,103,91,67,Single,Y,double glazing installed before 2002,Normal,0,3,3,90,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 90% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
